"card_no","sex","major","access_no"
"181909","男","18建筑设计","19141898"
"181910","男","18建筑设计","18364570"
"181911","男","18建筑设计","21607498"
"181912","男","18建筑设计","23617770"
"181913","男","18建筑设计","18727226"
"181914","男","18建筑设计","21228602"
"181915","男","18建筑设计","19139866"
"181916","男","18建筑设计","21156394"
"181917","男","18建筑设计","21161594"
"181918","男","18建筑设计","21309962"
"181919","男","18建筑设计","19263962"
"181920","女","18建筑设计","20522330"
"181921","女","18建筑设计","21744634"
"181922","女","18建筑设计","19353370"
"181923","女","18建筑设计","19348922"
"181924","女","18建筑设计","19448538"
"181925","女","18建筑设计","19127706"
"181926","女","18建筑设计","19425002"
"181927","女","18建筑设计","20801082"
"181928","女","18建筑设计","24006618"
"181929","女","18建筑设计","20857946"
"181930","女","18建筑设计","18650986"
"181931","女","18建筑设计","19840410"
"181932","女","18建筑设计","21925386"
"181933","女","18建筑设计","20350506"
"181934","女","18建筑设计","17147989"
"181935","女","18建筑设计","18650906"
"181936","女","18建筑设计","19611402"
"181937","女","18建筑设计","20009178"
"181938","女","18建筑设计","21648394"
"181939","女","18建筑设计","17463434"
"181940","女","18建筑设计","19050394"
"181941","女","18建筑设计","19226602"
"181942","女","18建筑设计","20205082"
"181943","女","18建筑设计","19260906"
"181944","女","18建筑设计","19435482"
"181945","女","18建筑设计","18801338"
"181946","女","18建筑设计","21245194"
"181947","女","18建筑设计","19756650"
"181948","女","18建筑设计","20105402"
"181949","女","18建筑设计","20009210"
"181950","女","18建筑设计","18725898"
"181951","女","18建筑设计","19619882"
"181952","女","18建筑设计","21449226"
"181953","女","18建筑设计","20525802"
"181954","女","18建筑设计","21158762"
"181955","女","18建筑设计","19438586"
"181956","女","18建筑设计","21402010"
"181957","女","18建筑设计","21100922"
"181958","女","18建筑设计","21642522"
"181959","男","18市政工程","20610970"
"181960","男","18市政工程","19311466"
"181961","男","18市政工程","21327034"
"181962","男","18市政工程","20920026"
"181963","男","18市政工程","19607034"
"181964","男","18市政工程","21411242"
"181965","男","18市政工程","21849338"
"181966","男","18市政工程","18846010"
"181967","男","18市政工程","21600778"
"181968","男","18市政工程","18461402"
"181969","男","18市政工程","19761962"
"181970","男","18市政工程","19043370"
"181971","男","18市政工程","20336314"
"181972","男","18市政工程","21612650"
"181973","男","18市政工程","18657706"
"181974","男","18市政工程","20116282"
"181975","男","18市政工程","20013674"
"181976","男","18市政工程","18549466"
"181977","男","18市政工程","21634890"
"181978","男","18市政工程","21405002"
"181979","男","18市政工程","21144970"
"181980","男","18市政工程","19704506"
"181981","男","18市政工程","21239818"
"181982","男","18市政工程","20759498"
"181983","男","18市政工程","19714650"
"181984","男","18市政工程","21849930"
"181985","男","18市政工程","21912906"
"181986","男","18市政工程","21518586"
"181987","男","18市政工程","20627802"
"181988","男","18市政工程","20202106"
"181989","男","18市政工程","20305466"
"181990","男","18市政工程","19440490"
"181991","男","18市政工程","17463034"
"181992","男","18市政工程","21203322"
"181993","男","18市政工程","20425786"
"181994","男","18市政工程","20935418"
"181995","男","18市政工程","20305914"
"181996","男","18市政工程","20335866"
"181997","男","18市政工程","21709274"
"181998","男","18市政工程","20526250"
"181999","男","18市政工程","21021930"
"182000","男","18市政工程","19847290"
"182001","男","18市政工程","19664426"
"182002","男","18市政工程","20156282"
"182003","男","18市政工程","20261690"
"182004","男","18市政工程","18842874"
"182005","男","18市政工程","18803114"
"182006","男","18市政工程","20745034"
"182007","男","18市政工程","18957386"
"182008","男","18市政工程","19527546"
"182009","女","18市政工程","21433850"
"182010","女","18市政工程","19439722"
"182011","女","18市政工程","21138458"
"182012","女","18市政工程","20937690"
"182013","女","18市政工程","19136362"
"182014","女","18市政工程","19842458"
"182015","男","18酒店管理","20525434"
"182016","男","18酒店管理","19305530"
"182017","男","18酒店管理","14014314"
"182018","男","18酒店管理","20611994"
"182019","男","18酒店管理","19522106"
"182020","男","18酒店管理","21527354"
"182021","男","18酒店管理","18604522"
"182022","男","18酒店管理","19931306"
"182023","男","18酒店管理","20121626"
"182024","男","18酒店管理","19614394"
"182025","男","18酒店管理","19703146"
"182026","男","18酒店管理","20216042"
"182027","男","18酒店管理","17108394"
"182028","男","18酒店管理","20205866"
"182029","男","18酒店管理","19838858"
"182030","男","18酒店管理","20518058"
"182031","男","18酒店管理","20710538"
"182032","男","18酒店管理","19143642"
"182033","男","18酒店管理","20445658"
"182034","男","18酒店管理","20704250"
"182035","男","18酒店管理","19854266"
"182036","男","18酒店管理","20423658"
"182037","男","18酒店管理","18801146"
"182038","男","18酒店管理","18447386"
"182039","男","18酒店管理","20017466"
"182040","男","18酒店管理","17360042"
"182041","男","18酒店管理","20204602"
"182042","男","18酒店管理","21541002"
"182043","女","18酒店管理","21019514"
"182044","女","18酒店管理","19351466"
"182045","女","18酒店管理","21240042"
"182046","女","18酒店管理","21252234"
"182047","女","18酒店管理","19304346"
"182048","女","18酒店管理","18539578"
"182049","女","18酒店管理","20629498"
"182050","女","18酒店管理","21143994"
"182051","女","18酒店管理","18649786"
"182052","女","18酒店管理","18449514"
"182053","女","18酒店管理","19333962"
"182054","女","18酒店管理","22010826"
"182055","女","18酒店管理","20106282"
"182056","女","18酒店管理","21013162"
"182057","女","18酒店管理","21747434"
"182058","女","18酒店管理","19930026"
"182059","女","18酒店管理","23011802"
"182060","女","18酒店管理","13220282"
"182061","女","18酒店管理","20435274"
"182062","女","18酒店管理","18657674"
"182063","女","18酒店管理","19857338"
"182064","女","18酒店管理","19706490"
"182065","女","18酒店管理","19310794"
"182066","女","18酒店管理","21063002"
"182067","女","18酒店管理","20164202"
"182068","女","18酒店管理","21242938"
"182069","女","18酒店管理","19616346"
"182070","女","18酒店管理","21239770"
"182071","女","18酒店管理","18929946"
"182072","女","18酒店管理","19049402"
"182073","女","18酒店管理","21021386"
"182074","女","18酒店管理","18921594"
"182075","女","18酒店管理","21559562"
"182076","女","18酒店管理","21241354"
"182077","女","18酒店管理","19421242"
"182078","女","18酒店管理","19854826"
"182079","女","18酒店管理","20744586"
"182080","女","18酒店管理","1108890"
"182081","女","18酒店管理","19843818"
"182082","女","18酒店管理","18660410"
"182083","女","18酒店管理","20629066"
"182084","女","18酒店管理","20026138"
"182085","女","18酒店管理","18650186"
"182086","女","18酒店管理","19753610"
"182087","女","18酒店管理","20424682"
"182088","女","18酒店管理","16613706"
"182089","女","18酒店管理","20614666"
"182090","女","18酒店管理","21847882"
"182091","女","18酒店管理","21356602"
"182092","女","18酒店管理","24525050"
"182093","女","18酒店管理","19932522"
"182094","女","18酒店管理","18963146"
"182095","女","18酒店管理","20105418"
"182096","女","18酒店管理","18603610"
"182097","女","18酒店管理","13842682"
"182098","男","18旅游管理","21908522"
"182099","男","18旅游管理","19435898"
"182100","男","18旅游管理","25440938"
"182101","男","18旅游管理","21958026"
"182102","男","18旅游管理","21753594"
"182103","男","18旅游管理","20300634"
"182104","男","18旅游管理","20333482"
"182105","男","18旅游管理","20353082"
"182106","男","18旅游管理","19518442"
"182107","男","18旅游管理","20617530"
"182108","男","18旅游管理","21028970"
"182109","男","18旅游管理","21315338"
"182110","男","18旅游管理","21227178"
"182111","男","18旅游管理","16719962"
"182112","男","18旅游管理","21065018"
"182113","男","18旅游管理","20618010"
"182114","女","18旅游管理","20756522"
"182115","女","18旅游管理","21725930"
"182116","女","18旅游管理","19439306"
"182117","女","18旅游管理","19603018"
"182118","女","18旅游管理","19044442"
"182119","女","18旅游管理","18542154"
"182120","女","18旅游管理","19759786"
"182121","女","18旅游管理","1309226"
"182122","女","18旅游管理","15707994"
"182123","女","18旅游管理","19623306"
"182124","女","18旅游管理","21402890"
"182125","女","18旅游管理","20021754"
"182126","女","18旅游管理","21729754"
"182127","女","18旅游管理","19302154"
"182128","女","18旅游管理","21833882"
"182129","女","18旅游管理","19849354"
"182130","女","18旅游管理","19009738"
"182131","女","18旅游管理","21107338"
"182132","女","18旅游管理","19302554"
"182133","女","18旅游管理","19838298"
"182134","女","18旅游管理","22030394"
"182135","女","18旅游管理","18733914"
"182136","女","18旅游管理","19424074"
"182137","女","18旅游管理","19040634"
"182138","女","18旅游管理","18612154"
"182139","女","18旅游管理","21954234"
"182140","女","18旅游管理","22015546"
"182141","女","18旅游管理","19702922"
"182142","女","18旅游管理","14464442"
"182143","女","18旅游管理","19620394"
"182144","女","18旅游管理","21400362"
"182145","女","18旅游管理","13851114"
"182146","女","18旅游管理","20421002"
