card_no,days,day_cost,per_eve,per_morn,per_noon,sum_cost,count,class
180026,27,10.97,3.97,2.44,4.56,296.1,109,2
183210,24,19.6,8.72,3.08,7.8,470.4,119,0
183214,20,7.93,0.0,6.41,1.52,158.6,40,1
183216,28,19.31,8.96,2.23,8.12,540.8,119,0
183217,18,12.48,3.32,3.69,5.47,224.6,57,1
183218,17,16.98,6.76,1.21,9.01,288.7,81,2
183220,28,15.55,6.02,2.41,7.11,435.4,182,0
180739,8,18.5,11.81,4.75,1.94,148.0,18,1
184227,24,19.42,7.88,4.03,7.51,466.0,75,0
184229,19,13.51,4.44,2.93,6.13,256.6,55,2
184230,2,20.22,5.22,0.0,15.0,40.44,8,1
184231,14,18.59,11.25,1.15,6.19,260.3,61,2
184235,17,16.62,3.91,2.82,9.89,282.5,61,2
184236,17,11.19,4.76,2.69,3.75,190.3,50,1
184237,17,17.0,5.11,1.74,10.16,289.0,43,2
184238,28,13.4,5.39,2.92,5.09,375.3,143,2
183144,14,14.24,5.57,2.3,6.36,199.3,36,1
183147,13,16.91,5.35,2.87,8.69,219.8,34,1
184239,26,8.08,1.62,1.13,5.33,210.2,75,1
182099,22,29.15,11.84,5.75,11.56,641.3,85,0
182101,25,16.69,7.34,0.87,8.47,417.2,81,2
182102,18,15.43,5.64,1.54,8.24,277.7,42,2
182103,13,12.68,5.3,1.35,6.04,164.9,32,1
182104,16,18.52,6.71,3.0,8.81,296.3,44,2
182105,15,29.73,16.06,4.5,9.17,445.9,87,0
182106,15,18.99,6.82,3.33,8.85,284.9,59,2
182107,14,21.42,10.14,2.57,8.71,299.9,57,2
182109,26,13.73,6.15,2.6,4.98,357.0,150,2
184161,9,9.5,1.3,1.88,6.32,85.5,24,1
181135,16,11.44,4.99,2.47,3.98,183.0,55,1
180363,29,18.17,7.51,2.36,8.29,526.9,168,0
180364,9,19.28,3.59,3.28,12.41,173.5,50,1
180367,28,9.75,3.08,1.79,4.88,272.9,170,2
180368,15,7.01,2.67,0.29,4.05,105.2,42,1
180369,17,6.51,0.76,1.39,4.36,110.7,54,1
180370,13,11.88,0.0,0.0,11.88,154.4,27,1
181691,15,4.95,0.0,2.28,2.67,74.3,17,1
181693,22,19.94,8.88,1.43,9.63,438.6,84,0
181695,27,9.58,2.91,1.43,5.24,258.7,121,2
181697,20,11.37,4.4,0.53,6.44,227.3,97,2
181698,9,11.62,6.07,0.33,5.22,104.6,20,1
181147,15,17.42,6.19,1.77,9.47,261.31,61,2
182511,4,4.95,0.0,2.38,2.57,19.8,10,1
184171,12,8.59,1.92,2.44,4.23,103.1,36,1
184174,8,13.26,2.8,2.06,8.4,106.1,22,1
180753,15,17.34,7.04,1.81,8.49,260.1,74,2
182110,22,18.77,6.39,4.95,7.43,412.9,65,2
182112,16,20.88,7.97,4.94,7.97,334.1,62,2
182114,24,17.7,9.64,2.91,5.15,424.7,103,0
182115,25,18.72,7.53,3.99,7.2,468.0,120,0
183702,16,7.14,2.08,2.83,2.23,114.2,30,1
184180,17,7.66,3.92,2.25,1.49,130.2,35,1
184184,20,9.72,1.68,2.38,5.67,194.4,64,1
180383,24,9.86,2.59,1.9,5.38,236.7,95,2
180384,26,12.48,4.6,1.33,6.55,324.5,110,2
180385,21,15.44,6.23,2.84,6.38,324.3,91,2
180386,21,11.64,4.63,0.55,6.47,244.5,47,2
180387,22,7.44,2.46,1.5,3.47,163.6,93,1
180389,21,11.6,5.09,0.97,5.55,243.6,63,2
180390,17,7.56,3.22,0.28,4.06,128.5,50,1
181718,23,5.77,3.2,1.07,1.5,132.6,77,1
181719,24,35.93,8.73,0.55,26.65,862.3,64,0
181720,19,13.19,5.89,3.0,4.3,250.7,58,2
181721,17,12.09,4.06,1.74,6.29,205.5,35,1
181722,25,11.6,5.1,1.25,5.26,290.1,83,2
181723,24,14.09,5.78,2.02,6.3,338.2,103,2
181724,28,15.51,5.79,3.16,6.57,434.4,164,0
181725,25,16.06,5.84,3.74,6.47,401.5,115,2
183155,11,18.19,10.27,3.83,4.09,200.1,30,1
183157,10,14.26,6.67,3.19,4.4,142.6,35,1
181485,17,14.84,7.42,1.74,5.68,252.2,49,2
180027,19,14.13,7.51,1.79,4.83,268.5,72,2
180030,11,9.01,4.73,0.55,3.74,99.1,26,1
180031,16,16.86,6.05,3.18,7.64,269.8,103,2
180032,17,10.95,2.75,0.97,7.24,186.2,29,1
180036,27,18.62,8.46,2.27,7.89,502.7,118,0
180037,18,9.53,2.31,0.67,6.56,171.6,31,1
180038,19,11.43,3.87,1.26,6.29,217.1,66,1
180039,1,159.3,0.0,0.0,159.3,159.3,0,1
180042,24,13.61,6.44,1.09,6.08,326.7,92,2
180045,26,18.18,8.42,1.36,8.4,472.8,126,0
180046,18,16.81,8.25,2.57,5.99,302.5,79,2
180047,16,7.12,0.75,0.29,6.07,113.9,32,1
180048,24,10.6,3.85,1.67,5.08,254.5,97,2
181513,23,13.9,6.08,1.09,6.73,319.7,77,2
181514,26,27.82,15.19,3.16,9.46,723.2,129,0
181515,24,13.58,6.06,2.0,5.52,326.0,97,2
181516,24,24.13,8.36,3.74,12.03,579.0,124,0
183224,25,17.35,8.2,2.89,6.26,433.7,161,0
183225,22,21.96,10.44,1.75,9.77,483.2,77,0
183230,18,11.37,2.61,2.36,6.4,204.6,55,1
183233,29,19.07,10.14,1.49,7.44,553.0,220,0
183234,25,17.39,8.08,3.04,6.28,434.85,91,0
183235,15,13.37,5.35,3.32,4.7,200.6,52,1
183236,21,19.9,8.13,2.79,8.99,418.0,76,2
183717,12,12.94,4.63,0.06,8.26,155.3,34,1
183719,21,12.29,5.24,2.53,4.51,258.0,94,2
183720,17,10.59,3.48,0.0,7.11,180.0,43,1
183721,11,9.22,3.58,0.51,5.13,101.4,28,1
183722,21,9.23,2.96,0.07,6.2,193.8,50,1
183723,25,9.72,3.65,0.0,6.07,243.0,90,2
183725,23,14.51,5.04,0.0,9.47,333.7,67,2
184240,23,11.37,3.19,2.64,5.53,261.4,106,2
184242,18,10.09,0.57,1.17,8.36,181.7,24,1
184243,8,12.16,3.56,1.65,6.95,97.3,25,1
184244,27,11.16,5.06,1.41,4.69,301.2,123,2
184247,21,36.9,9.85,2.79,24.27,774.9,50,0
184249,18,26.28,6.94,6.94,12.39,473.0,58,0
184250,26,15.71,8.2,1.09,6.41,408.4,84,2
184252,17,14.74,6.79,2.82,5.12,250.5,31,2
184255,27,27.29,15.4,3.17,8.72,736.9,118,0
181701,4,5.42,0.0,1.52,3.9,21.7,6,1
184257,26,15.51,8.03,3.42,4.07,403.3,82,2
184263,26,21.79,5.52,2.1,14.17,566.5,77,0
184275,22,26.34,5.53,8.35,12.45,579.4,101,0
184277,23,15.62,6.94,2.85,5.83,359.18,124,2
184279,23,11.78,5.13,0.68,5.97,271.0,106,2
184280,18,9.31,5.29,0.17,3.85,167.6,55,1
184282,16,12.93,7.27,1.72,3.94,206.8,63,1
184287,22,22.64,13.5,1.46,7.68,498.1,75,0
184289,9,6.58,1.06,4.41,1.11,59.2,17,1
181902,18,7.32,2.61,0.03,4.68,131.8,68,1
180049,16,9.66,4.63,2.06,2.97,154.5,27,1
180051,22,10.7,3.98,2.25,4.47,235.3,75,2
180052,24,15.26,4.99,2.55,7.72,366.3,96,2
180053,20,19.44,14.05,0.0,5.39,388.8,34,2
180054,20,8.25,2.35,1.82,4.08,165.1,55,1
180055,23,10.2,4.05,2.26,3.89,234.6,110,2
180059,23,8.55,3.83,0.12,4.6,196.7,75,1
180061,24,9.3,4.15,2.08,3.07,223.1,123,2
180063,21,4.78,0.02,2.37,2.39,100.4,67,1
180065,20,7.65,2.11,2.12,3.42,153.0,81,1
180066,23,9.16,3.28,2.63,3.24,210.57,80,1
180067,14,10.92,2.36,0.76,7.8,152.9,36,1
180069,22,16.03,8.55,2.62,4.85,352.7,79,2
180070,19,20.65,3.6,2.39,14.66,392.4,45,2
180071,24,14.38,7.31,1.08,5.99,345.1,119,2
183726,24,15.24,5.99,2.12,7.13,365.7,120,2
183727,14,11.76,4.77,0.44,6.54,164.6,35,1
183728,20,15.25,4.76,1.25,9.24,305.0,73,2
183729,10,9.67,4.76,1.35,3.56,96.7,23,1
183730,28,14.1,6.83,0.11,7.16,394.7,69,2
183731,26,10.86,3.85,2.36,4.65,282.3,71,2
183732,21,14.01,4.85,2.86,6.3,294.2,100,2
183734,21,13.07,6.29,1.75,5.03,274.5,72,2
180391,19,10.97,4.23,1.65,5.09,208.5,52,1
180392,22,16.47,5.38,3.22,7.87,362.3,103,2
180393,25,13.85,5.68,1.75,6.42,346.2,84,2
180394,28,9.25,3.01,2.45,3.79,258.9,160,2
180395,24,9.8,2.78,1.43,5.59,235.1,100,2
180396,25,8.96,2.56,2.3,4.11,224.1,74,2
180397,26,11.47,5.16,0.66,5.66,298.3,125,2
180398,28,13.54,6.04,3.17,4.34,379.2,82,2
181727,23,18.38,10.89,2.81,4.68,422.7,86,0
181728,25,11.1,2.36,3.35,5.38,277.5,81,2
181729,23,18.63,7.56,4.7,6.36,428.4,116,0
181730,24,15.97,7.95,2.65,5.36,383.2,100,2
181732,26,12.07,5.03,2.83,4.21,313.8,106,2
183176,11,12.91,4.95,3.0,4.95,142.0,24,1
183181,17,19.81,9.05,2.17,8.59,336.8,76,2
183183,15,10.53,3.1,3.67,3.77,158.0,38,1
182117,27,20.01,10.25,2.6,7.16,540.4,100,0
182119,27,9.08,4.24,1.13,3.7,245.2,110,2
182120,28,14.43,5.69,2.52,6.22,404.0,120,2
182122,19,12.83,4.46,1.83,6.54,243.7,54,2
182124,27,16.23,6.98,2.8,6.46,438.3,165,0
183237,21,16.56,8.27,1.77,6.52,347.7,83,2
183240,20,16.26,8.39,1.27,6.6,325.1,62,2
183241,27,14.6,7.22,3.03,4.35,394.3,112,2
183242,27,16.17,7.87,3.24,5.06,436.5,97,0
183243,28,16.07,6.96,2.18,6.93,449.9,106,0
180074,26,16.67,5.05,3.11,8.5,433.3,95,0
183742,28,14.93,5.74,2.76,6.43,418.1,164,0
183743,25,18.58,7.39,3.23,7.96,464.5,123,0
183744,24,14.73,6.06,1.8,6.87,353.6,82,2
183746,24,16.84,6.63,0.96,9.25,404.1,66,2
183747,25,16.27,8.52,1.61,6.14,406.8,112,2
183748,21,10.0,2.96,0.06,6.99,210.1,51,1
183749,18,9.27,2.23,1.04,5.99,166.9,63,1
180922,1,16.8,7.0,3.0,6.8,16.8,6,1
180924,6,5.67,0.0,2.5,3.17,34.0,10,1
180076,21,11.5,1.49,0.02,10.0,241.6,63,2
180077,28,15.24,5.89,2.64,6.7,426.6,89,0
180078,20,11.0,2.98,0.17,7.85,220.1,46,1
180080,24,18.14,9.51,3.07,5.56,435.3,68,0
180081,20,10.53,4.38,1.15,5.0,210.6,61,1
180082,27,10.07,4.95,1.17,3.94,271.8,94,2
180083,23,12.29,5.02,1.2,6.07,282.6,88,2
181526,16,22.78,7.85,5.62,9.31,364.5,74,2
180084,21,18.9,7.92,0.12,10.87,397.0,70,2
180085,25,13.8,5.04,2.8,5.97,345.1,105,2
180086,22,13.81,5.91,2.14,5.75,303.8,113,2
180087,27,11.73,5.65,0.14,5.94,316.8,92,2
180089,20,8.96,2.88,1.16,4.92,179.1,74,1
180090,18,13.65,6.36,0.69,6.59,245.7,61,2
180091,28,19.06,9.96,1.59,7.51,533.8,106,0
180092,22,14.7,5.5,1.86,7.34,323.4,74,2
180093,10,5.94,0.5,0.54,4.9,59.4,12,1
183245,20,15.03,7.17,2.33,5.53,300.5,57,2
183247,20,14.83,5.72,5.01,4.1,296.6,79,2
183249,27,10.95,5.07,2.74,3.14,295.6,85,2
181911,3,9.9,7.73,0.0,2.17,29.7,6,1
183250,21,19.93,8.79,2.47,8.68,418.5,73,2
183252,23,11.73,3.8,1.56,6.37,269.8,77,2
183253,12,25.07,10.38,4.89,9.8,300.8,59,2
183254,25,16.64,6.42,4.52,5.7,416.1,110,2
183256,19,7.58,2.76,3.34,1.48,144.1,46,1
183257,17,13.76,5.79,3.24,4.74,234.0,59,2
183258,22,17.9,8.94,3.14,5.82,393.8,127,2
182133,27,12.03,4.53,2.72,4.77,324.8,122,2
182134,24,14.32,5.3,2.39,6.63,343.7,77,2
182135,20,10.68,4.94,1.59,4.15,213.6,42,1
182136,28,14.18,5.69,1.52,6.97,397.0,116,2
182137,24,11.23,5.31,2.06,3.86,269.5,77,2
183260,29,20.63,8.42,2.58,9.64,598.3,125,0
183262,27,22.74,10.39,5.54,6.8,613.9,156,0
183263,8,6.22,1.63,1.5,3.1,49.8,22,1
182144,10,15.44,5.75,1.15,8.54,154.4,25,1
183264,10,19.95,6.4,2.3,11.25,199.5,26,1
183267,13,14.1,4.0,4.64,5.46,183.3,28,1
183268,16,22.15,13.71,1.47,6.97,354.4,51,2
183276,24,31.6,15.25,2.69,13.66,758.4,209,0
183735,26,14.74,5.42,2.87,6.44,383.2,85,2
183737,25,8.91,2.83,2.24,3.84,222.7,122,2
183738,21,9.6,1.52,0.19,7.89,201.6,61,1
183739,26,6.09,1.0,1.05,4.04,158.4,75,1
183741,22,8.02,2.1,0.14,5.78,176.5,38,1
184290,19,10.55,5.01,0.62,4.93,200.5,51,1
184294,23,7.67,4.6,2.71,0.36,176.3,50,1
184295,18,16.14,4.88,4.02,7.24,290.6,76,2
184296,19,8.59,1.56,4.07,2.96,163.3,44,1
184297,21,13.19,3.37,3.06,6.76,277.0,66,2
184299,25,14.32,5.95,3.58,4.79,357.9,65,2
184301,19,10.93,2.93,4.9,3.11,207.7,48,1
184302,27,17.61,6.75,2.2,8.65,475.4,172,0
184305,24,17.8,8.38,2.21,7.21,427.2,68,0
184308,29,13.78,5.6,2.99,5.19,399.7,126,2
182550,6,12.78,2.42,1.58,8.78,76.7,16,1
184309,16,21.82,7.46,3.26,11.11,349.2,83,2
184310,24,11.95,4.25,1.96,5.74,286.9,74,2
184315,22,15.5,7.17,0.85,7.48,341.1,60,2
184328,18,12.39,5.66,1.12,5.62,223.1,53,1
180005,13,14.24,6.38,0.0,7.85,185.1,35,1
181506,16,24.66,6.97,2.99,14.7,394.6,61,2
181509,14,16.89,8.54,1.68,6.68,236.5,42,2
180406,27,10.38,4.39,2.24,3.75,280.2,158,2
180407,22,11.3,4.4,1.46,5.44,248.6,75,2
180408,27,12.54,6.65,0.7,5.19,338.5,94,2
180409,26,12.8,7.04,1.28,4.48,332.79,116,2
180410,19,12.47,5.61,0.85,6.02,237.0,59,2
180411,25,13.0,5.63,1.22,6.15,325.03,118,2
180412,24,9.39,4.0,1.5,3.89,225.3,123,2
181738,23,12.29,4.29,2.23,5.77,282.69,73,2
181739,22,18.29,7.31,0.23,10.75,402.4,142,2
184198,24,13.23,5.32,2.12,5.8,317.6,85,2
184203,13,6.41,0.78,4.05,1.58,83.3,28,1
184208,8,13.64,2.63,5.11,5.9,109.1,20,1
183201,12,12.36,3.39,3.13,5.84,148.3,43,1
183203,10,19.84,11.77,0.57,7.5,198.4,32,1
183206,17,12.97,6.34,2.21,4.42,220.5,53,1
183213,9,18.18,7.46,2.06,8.67,163.6,27,1
182126,16,11.15,3.94,1.83,5.38,178.4,38,1
182127,25,8.78,1.24,1.16,6.38,219.5,76,1
182130,28,13.92,5.86,2.9,5.16,389.8,146,2
182131,25,8.89,3.03,1.62,4.24,222.2,83,2
182132,23,16.24,7.0,2.86,6.39,373.6,83,2
180399,27,14.36,5.78,2.13,6.46,387.8,112,2
180400,17,7.14,2.41,0.01,4.72,121.4,46,1
180401,22,8.8,4.01,1.94,2.85,193.6,75,1
180402,25,11.57,5.89,1.88,3.79,289.2,72,2
180403,23,13.96,8.03,0.0,5.93,321.1,71,2
180405,28,11.91,5.4,0.71,5.79,333.5,76,2
181734,26,12.07,4.06,2.23,5.77,313.7,104,2
181735,20,11.46,3.83,2.34,5.29,229.3,86,2
181736,7,27.73,15.84,2.96,8.93,194.1,40,1
181737,23,13.02,3.46,2.14,7.42,299.4,66,2
183194,1,126.4,126.4,0.0,0.0,126.4,0,1
181245,14,10.14,1.16,2.93,6.05,141.9,26,1
184199,10,14.54,6.51,3.96,4.07,145.4,30,1
182899,13,12.12,4.58,0.95,6.59,157.5,26,1
180035,7,7.79,3.77,0.0,4.01,54.5,17,1
180040,19,12.08,7.09,1.68,3.31,229.6,63,2
183757,28,17.31,8.82,2.1,6.39,484.6,110,0
183760,13,15.98,8.27,3.28,4.43,207.7,38,1
183761,9,10.89,3.28,1.59,6.02,98.0,18,1
183762,19,9.4,2.44,0.48,6.48,178.6,47,1
183764,29,9.44,4.2,0.34,4.9,273.9,124,2
183767,11,14.86,8.35,1.77,4.74,163.5,38,1
183768,27,18.37,8.26,3.41,6.7,496.0,95,0
183770,14,14.23,6.4,2.99,4.84,199.2,59,1
182558,3,15.33,5.33,4.17,5.83,46.0,9,1
184248,5,20.24,6.92,2.62,10.7,101.2,16,1
184221,1,96.1,0.0,0.0,96.1,96.1,0,1
182160,1,1.0,1.0,0.0,0.0,1.0,0,1
182166,10,14.9,4.0,0.55,10.35,149.0,26,1
183750,16,6.99,2.24,0.0,4.75,111.9,28,1
183752,13,7.44,1.59,0.48,5.36,96.7,21,1
183753,24,9.1,2.49,0.96,5.65,218.4,79,1
184226,2,14.35,0.0,0.0,14.35,28.7,3,1
184234,3,16.63,0.0,6.33,10.3,49.9,9,1
183754,19,15.63,7.65,0.16,7.82,296.95,71,2
183755,19,10.82,5.41,0.0,5.42,205.6,34,1
180094,20,13.89,6.97,0.1,6.82,277.8,69,2
180095,27,16.93,6.69,0.97,9.27,457.1,87,0
180096,24,10.97,4.05,2.31,4.61,263.4,93,2
180097,21,11.88,4.56,0.0,7.32,249.5,41,2
180098,27,13.79,6.35,0.31,7.12,372.2,89,2
180099,24,19.27,10.5,1.45,7.32,462.5,72,0
180100,10,7.39,2.75,1.02,3.62,73.9,18,1
180101,12,12.48,6.42,0.92,5.15,149.8,29,1
180104,26,10.37,3.72,0.85,5.79,269.5,88,2
180422,18,4.35,2.02,0.31,2.02,78.3,39,1
180423,27,9.77,4.15,1.75,3.87,263.7,136,2
180425,22,10.61,5.42,0.25,4.94,233.4,69,2
180428,24,16.77,5.79,2.79,8.18,402.4,58,2
180431,16,8.69,2.44,1.19,5.06,139.0,26,1
180432,20,18.96,5.67,3.42,9.86,379.1,77,2
180433,23,18.0,9.3,1.03,7.67,414.0,116,2
180435,24,30.76,9.94,4.85,15.97,738.3,109,0
180414,28,7.86,3.86,1.06,2.94,220.0,109,2
180415,26,10.34,4.65,1.75,3.94,268.8,98,2
180416,24,8.13,2.54,0.27,5.32,195.2,83,1
180417,20,13.35,5.09,2.4,5.86,267.0,79,2
180420,24,5.96,2.37,1.2,2.39,143.1,81,1
183277,21,16.62,5.26,2.91,8.45,349.1,58,2
183278,9,11.67,3.08,2.47,6.12,105.0,27,1
181750,17,17.39,3.09,9.83,4.47,295.7,63,2
180944,1,43.92,0.0,0.0,43.92,43.92,0,1
183221,8,12.59,4.46,2.38,5.75,100.7,27,1
180954,1,3.0,0.0,3.0,0.0,3.0,0,1
183223,10,19.25,12.71,0.22,6.32,192.5,23,1
181917,2,7.3,0.0,2.0,5.3,14.6,4,1
183212,2,1.2,0.2,0.0,1.0,2.4,1,1
183751,7,8.67,3.53,0.0,5.14,60.7,10,1
181756,9,11.04,4.22,1.04,5.78,99.4,18,1
181512,19,20.95,8.21,4.15,8.59,398.0,72,2
184338,19,15.62,4.61,1.42,9.59,296.7,56,2
183769,13,7.45,1.31,0.0,6.14,96.8,42,1
183772,25,19.06,9.44,1.92,7.7,476.5,80,0
183774,28,15.58,5.27,4.11,6.19,436.1,110,0
183775,25,14.24,6.79,1.53,5.92,356.0,82,2
183777,11,16.65,4.1,0.36,12.18,183.1,26,1
180105,25,14.43,5.42,1.96,7.04,360.7,128,2
180106,24,11.73,5.74,2.14,3.85,281.6,106,2
180107,26,8.78,0.65,0.96,7.17,228.4,44,1
180108,29,13.39,6.06,0.59,6.74,388.4,113,2
180109,20,10.38,4.59,1.11,4.68,207.5,95,1
180110,21,11.45,4.81,1.41,5.22,240.4,55,2
180111,26,7.93,4.32,0.46,3.15,206.2,132,2
184251,6,16.25,8.42,0.83,7.0,97.5,13,1
184254,10,20.07,11.27,1.75,7.05,200.7,27,1
184256,16,10.15,3.68,2.13,4.34,162.4,49,1
183281,29,16.34,6.07,1.28,9.0,474.0,95,0
183283,22,18.95,11.22,0.43,7.29,416.8,66,2
183284,5,19.62,9.22,0.0,10.4,98.1,12,1
183287,1,300.0,0.0,0.0,300.0,300.0,1,2
183288,22,13.83,6.9,2.41,4.52,304.2,87,2
183292,21,13.15,6.98,1.32,4.86,276.2,61,2
183297,25,15.48,7.2,1.21,7.08,387.1,75,2
183298,24,16.5,6.5,2.42,7.57,395.9,77,2
183299,25,13.93,7.89,1.42,4.62,348.2,98,2
183300,24,12.7,5.57,1.6,5.53,304.7,73,2
183302,23,28.15,18.22,3.97,5.97,647.5,117,0
181440,2,11.45,0.0,5.45,6.0,22.9,5,1
183232,7,27.86,10.29,4.71,12.86,195.0,25,1
180058,23,10.3,3.57,1.88,4.86,237.0,70,2
181357,4,16.88,10.13,1.0,5.75,67.5,9,1
181206,6,9.3,1.17,2.13,6.0,55.8,8,1
181212,7,13.91,5.0,1.91,7.0,97.4,20,1
184307,11,12.85,7.02,1.01,4.83,141.4,31,1
184285,10,12.99,5.47,3.52,4.0,129.9,30,1
183778,28,11.22,5.65,2.13,3.44,314.2,134,2
183779,1,128.25,128.25,0.0,0.0,128.25,0,1
183782,24,9.14,3.63,0.51,5.0,219.3,66,1
183783,23,10.71,4.45,0.0,6.26,246.3,43,2
180439,26,12.3,3.95,2.43,5.93,319.9,99,2
180442,9,14.49,12.44,2.02,0.02,130.4,15,1
180443,24,13.47,4.13,3.12,6.22,323.2,74,2
180444,23,11.1,4.48,1.09,5.53,255.2,86,2
180445,25,10.94,4.42,1.62,4.9,273.6,104,2
180446,25,10.53,4.12,1.38,5.03,263.2,63,2
180448,21,16.55,8.3,0.64,7.61,347.6,84,2
180449,21,15.78,7.02,0.57,8.19,331.4,68,2
183238,19,20.11,10.28,2.62,7.21,382.1,101,2
183321,19,13.08,4.93,2.37,5.78,248.6,86,2
183323,28,13.56,6.01,2.16,5.39,379.8,167,2
183324,23,8.73,4.7,1.29,2.73,200.7,87,1
183325,22,13.98,4.2,1.19,8.59,307.6,62,2
183326,8,6.55,1.44,1.19,3.92,52.4,26,1
183328,20,22.34,12.83,1.36,8.14,446.8,73,0
183329,28,10.8,4.21,1.18,5.4,302.3,143,2
183330,27,14.03,5.75,1.74,6.53,378.8,106,2
180120,16,13.14,5.71,0.41,7.03,210.3,48,1
180121,23,8.92,3.86,0.42,4.64,205.2,65,1
180122,23,10.11,4.4,0.11,5.6,232.5,95,2
180123,26,12.4,5.58,1.48,5.33,322.3,86,2
180124,23,12.4,4.48,2.07,5.84,285.1,64,2
180125,24,10.39,3.61,0.1,6.68,249.4,96,2
180126,20,9.54,2.95,2.31,4.28,190.7,53,1
180127,14,9.57,2.25,3.33,3.99,134.0,45,1
180131,25,12.6,4.67,0.1,7.83,315.0,79,2
182585,3,6.73,0.0,0.0,6.73,20.2,2,1
180132,20,11.94,4.44,0.55,6.95,238.8,65,2
180133,22,11.29,4.96,0.23,6.1,248.3,91,2
180135,23,9.19,3.57,1.77,3.86,211.3,115,2
181563,19,17.44,8.11,2.13,7.2,331.3,123,2
183787,28,15.96,6.42,2.93,6.61,446.8,107,0
183788,28,17.35,11.33,0.95,5.06,485.7,126,0
183792,21,10.86,3.94,0.0,6.92,228.1,39,1
183794,23,16.83,7.98,3.0,5.85,387.0,125,2
183795,19,7.57,2.73,1.21,3.63,143.8,60,1
181239,4,5.88,3.13,1.25,1.5,23.5,5,1
181241,9,22.24,3.89,2.69,15.67,200.2,28,1
184264,17,15.39,5.84,0.44,9.11,261.7,55,2
184267,15,18.85,11.48,2.21,5.15,282.7,45,2
184271,20,16.13,7.67,3.14,5.31,322.5,49,2
184272,25,14.7,4.35,3.39,6.96,367.4,175,2
183308,20,6.45,1.63,1.73,3.09,129.0,90,1
183310,26,13.54,5.6,2.11,5.83,352.05,125,2
183314,22,13.91,4.12,2.8,6.98,306.0,112,2
183315,23,12.74,4.87,2.12,5.75,293.1,87,2
183317,20,8.03,2.98,2.1,2.94,160.6,85,1
183320,25,19.22,9.73,2.2,7.3,480.6,115,0
183797,26,10.17,2.17,2.15,5.85,264.3,81,2
183798,26,19.17,8.09,3.62,7.46,498.5,108,0
183799,24,13.62,4.95,3.16,5.51,326.8,66,2
183800,27,21.83,13.59,1.87,6.38,589.5,95,0
183801,20,18.21,5.65,4.25,8.3,364.3,76,2
180136,26,4.88,2.09,1.4,1.4,127.0,89,1
180137,27,7.63,2.71,1.61,3.31,205.9,124,1
180138,19,11.51,4.23,1.87,5.41,218.7,61,1
180139,20,14.36,6.32,1.35,6.7,287.2,97,2
180140,22,17.36,9.21,0.67,7.47,381.9,64,2
180141,24,6.92,2.31,1.82,2.8,166.2,64,1
180142,25,9.72,2.35,2.09,5.28,243.0,102,2
180079,17,17.67,6.88,3.49,7.3,300.4,63,2
183222,6,20.7,6.0,1.33,13.37,124.2,22,1
180143,25,24.22,5.39,1.66,17.16,605.4,119,0
180144,26,15.12,8.03,0.45,6.65,393.2,98,2
180022,8,10.74,1.13,1.93,7.69,85.9,16,1
180023,1,80.5,0.0,0.0,80.5,80.5,0,1
181934,19,3.96,1.0,2.96,0.0,75.3,28,1
183802,23,11.02,4.41,1.11,5.49,253.4,82,2
180064,13,13.66,4.05,0.35,9.27,177.6,58,1
180457,24,14.09,6.77,1.81,5.5,338.1,122,2
180459,26,16.43,7.68,1.72,7.03,427.2,149,0
180460,26,10.2,3.73,1.36,5.11,265.3,121,2
180461,14,10.68,3.21,0.0,7.46,149.5,28,1
180462,24,6.9,2.06,1.56,3.28,165.6,98,1
180450,22,12.94,5.75,1.71,5.48,284.6,86,2
180451,25,20.23,9.05,2.97,8.21,505.8,134,0
180452,25,3.7,1.46,1.7,0.54,92.6,39,1
180453,19,11.77,4.53,1.87,5.37,223.6,51,1
180454,23,11.36,1.65,3.37,6.34,261.2,102,2
180455,24,14.84,6.27,0.46,8.11,356.1,74,2
180456,26,16.64,9.34,0.15,7.15,432.7,79,0
181783,10,19.98,9.84,1.25,8.89,199.8,44,1
184286,7,11.47,6.03,1.93,3.51,80.3,10,1
183784,26,12.37,5.42,1.93,5.02,321.6,64,2
183785,25,10.8,4.94,2.22,3.65,270.0,107,2
184258,5,5.52,1.6,2.1,1.82,27.6,7,1
180112,29,14.06,7.57,0.6,5.89,407.7,73,2
180113,29,10.01,3.74,1.93,4.34,290.4,124,2
180114,22,13.56,4.1,3.32,6.14,298.4,99,2
180115,16,15.68,10.46,1.23,3.99,250.9,59,2
180117,20,5.79,0.78,1.98,3.02,115.7,44,1
180118,22,9.21,2.3,1.92,4.99,202.6,85,1
180119,13,6.54,2.42,1.11,3.01,85.0,27,1
183303,23,16.5,7.83,2.29,6.39,379.6,136,2
183305,20,7.31,2.71,2.1,2.5,146.2,70,1
183306,21,17.16,9.88,1.7,5.59,360.3,87,2
183307,24,10.25,3.83,1.44,4.97,245.9,123,2
184311,8,7.64,4.72,2.29,0.63,61.1,18,1
184312,16,9.71,1.77,0.0,7.94,155.3,36,1
184314,19,17.51,7.74,3.05,6.72,332.7,58,2
184325,14,21.48,12.66,0.93,7.89,300.7,45,2
183246,4,40.5,35.88,0.0,4.63,162.0,18,1
183803,27,16.5,7.51,1.5,7.49,445.4,99,0
183804,27,12.55,5.07,1.61,5.87,338.9,77,2
183805,25,10.31,4.72,0.39,5.2,257.8,104,2
183807,27,17.03,3.67,2.9,10.45,459.7,104,0
